INDEX,CALL ID,AGENT,DATE,DAY_OF_THE_WEEK,TIME,TOPIC,ANSWERED (Y/N),RESOLVED,SPEED OF ANSWER IN SECONDS,AVGTALKDURATION,SATISFACTION RATING
981,ID1015,Stewart,2021-01-18,Monday,16:49:26,Technical Support,Y,Y,96.0,0 days 00:05:29,5.0
982,ID1025,Martha,2021-01-18,Monday,17:26:53,Technical Support,Y,Y,45.0,0 days 00:05:25,4.0
983,ID0991,Jim,2021-01-18,Monday,12:00:00,Contract related,Y,Y,121.0,0 days 00:05:24,3.0
984,ID0997,Joe,2021-01-18,Monday,12:38:53,Payment related,Y,Y,87.0,0 days 00:05:19,4.0
985,ID1017,Jim,2021-01-18,Monday,17:13:55,Admin Support,Y,Y,16.0,0 days 00:05:09,1.0
986,ID1029,Greg,2021-01-18,Monday,17:55:41,Payment related,Y,Y,46.0,0 days 00:05:01,3.0
987,ID1026,Jim,2021-01-18,Monday,17:26:53,Admin Support,Y,Y,30.0,0 days 00:04:58,5.0
988,ID1027,Greg,2021-01-18,Monday,17:42:43,Technical Support,Y,Y,105.0,0 days 00:04:54,4.0
989,ID1028,Jim,2021-01-18,Monday,17:42:43,Payment related,Y,Y,102.0,0 days 00:04:54,4.0
990,ID1021,Stewart,2021-01-18,Monday,17:18:14,Admin Support,Y,Y,54.0,0 days 00:04:48,3.0
991,ID1002,Dan,2021-01-18,Monday,12:48:58,Payment related,Y,N,94.0,0 days 00:04:42,4.0
992,ID1005,Martha,2021-01-18,Monday,13:10:34,Admin Support,Y,Y,87.0,0 days 00:04:40,4.0
993,ID0996,Becky,2021-01-18,Monday,12:37:26,Admin Support,Y,N,101.0,0 days 00:04:36,3.0
994,ID1022,Becky,2021-01-18,Monday,17:18:14,Payment related,Y,Y,101.0,0 days 00:04:29,4.0
995,ID1007,Martha,2021-01-18,Monday,14:58:34,Contract related,Y,Y,36.0,0 days 00:04:23,3.0
996,ID0984,Jim,2021-01-18,Monday,11:51:22,Streaming,Y,N,57.0,0 days 00:04:10,1.0
997,ID0971,Joe,2021-01-18,Monday,09:24:29,Admin Support,Y,Y,30.0,0 days 00:04:03,3.0
998,ID0999,Stewart,2021-01-18,Monday,12:41:46,Streaming,Y,Y,19.0,0 days 00:03:57,2.0
999,ID1014,Joe,2021-01-18,Monday,16:12:00,Contract related,Y,N,24.0,0 days 00:03:46,4.0
1000,ID1013,Stewart,2021-01-18,Monday,16:12:00,Admin Support,Y,Y,32.0,0 days 00:03:40,5.0
1001,ID1012,Greg,2021-01-18,Monday,15:50:24,Streaming,Y,Y,24.0,0 days 00:03:15,5.0
1002,ID0992,Jim,2021-01-18,Monday,12:00:00,Payment related,Y,Y,114.0,0 days 00:03:10,4.0
1003,ID0973,Jim,2021-01-18,Monday,09:31:41,Admin Support,Y,Y,113.0,0 days 00:03:01,5.0
1004,ID0989,Diane,2021-01-18,Monday,11:58:34,Contract related,Y,Y,43.0,0 days 00:02:34,3.0
1005,ID1000,Becky,2021-01-18,Monday,12:41:46,Admin Support,Y,Y,31.0,0 days 00:02:30,4.0
1006,ID1020,Stewart,2021-01-18,Monday,17:18:14,Technical Support,Y,Y,47.0,0 days 00:02:17,3.0
1007,ID0978,Joe,2021-01-18,Monday,10:16:19,Admin Support,Y,Y,95.0,0 days 00:02:16,1.0
1008,ID0987,Greg,2021-01-18,Monday,11:57:07,Technical Support,Y,N,38.0,0 days 00:02:16,5.0
1009,ID1009,Stewart,2021-01-18,Monday,15:18:43,Streaming,Y,Y,33.0,0 days 00:02:16,4.0
1010,ID0983,Greg,2021-01-18,Monday,11:51:22,Payment related,Y,Y,90.0,0 days 00:02:14,3.0
1011,ID1023,Martha,2021-01-18,Monday,17:25:26,Streaming,Y,Y,46.0,0 days 00:02:07,3.0
1012,ID1016,Joe,2021-01-18,Monday,16:49:26,Technical Support,Y,Y,45.0,0 days 00:02:05,5.0
1013,ID0988,Diane,2021-01-18,Monday,11:57:07,Streaming,Y,Y,26.0,0 days 00:01:35,1.0
1014,ID0980,Dan,2021-01-18,Monday,11:28:19,Payment related,Y,Y,33.0,0 days 00:01:28,3.0
1015,ID1030,Stewart,2021-01-18,Monday,17:55:41,Admin Support,Y,Y,11.0,0 days 00:00:52,1.0
1016,ID1003,Dan,2021-01-18,Monday,13:10:34,Streaming,Y,Y,79.0,0 days 00:00:47,4.0
1017,ID1019,Joe,2021-01-18,Monday,17:18:14,Contract related,Y,Y,71.0,0 days 00:00:37,3.0
1018,ID0972,Dan,2021-01-18,Monday,09:24:29,Contract related,N,N, ,0 days 00:00:00, 
1019,ID0974,Jim,2021-01-18,Monday,09:31:41,Technical Support,N,N, ,0 days 00:00:00, 
1020,ID0975,Diane,2021-01-18,Monday,09:36:00,Admin Support,N,N, ,0 days 00:00:00, 
1021,ID0979,Martha,2021-01-18,Monday,11:28:19,Streaming,N,N, ,0 days 00:00:00, 
1022,ID0981,Stewart,2021-01-18,Monday,11:47:02,Payment related,N,N, ,0 days 00:00:00, 
1023,ID0993,Stewart,2021-01-18,Monday,12:34:34,Contract related,N,N, ,0 days 00:00:00, 
1024,ID0994,Dan,2021-01-18,Monday,12:34:34,Technical Support,N,N, ,0 days 00:00:00, 
1025,ID0995,Becky,2021-01-18,Monday,12:37:26,Streaming,N,N, ,0 days 00:00:00, 
1026,ID1004,Jim,2021-01-18,Monday,13:10:34,Technical Support,N,N, ,0 days 00:00:00, 
1027,ID1008,Joe,2021-01-18,Monday,14:58:34,Technical Support,N,N, ,0 days 00:00:00, 
1028,ID1010,Becky,2021-01-18,Monday,15:18:43,Contract related,N,N, ,0 days 00:00:00, 
1029,ID1011,Jim,2021-01-18,Monday,15:50:24,Admin Support,N,N, ,0 days 00:00:00, 
1030,ID1052,Jim,2021-01-19,Tuesday,11:44:10,Contract related,Y,N,79.0,0 days 00:06:49,1.0
1031,ID1087,Joe,2021-01-19,Tuesday,16:56:38,Admin Support,Y,Y,115.0,0 days 00:06:47,4.0
1032,ID1056,Stewart,2021-01-19,Tuesday,12:28:48,Contract related,Y,Y,84.0,0 days 00:06:44,2.0
1033,ID1074,Joe,2021-01-19,Tuesday,14:22:34,Payment related,Y,Y,91.0,0 days 00:06:43,4.0
1034,ID1092,Jim,2021-01-19,Tuesday,17:24:00,Technical Support,Y,Y,56.0,0 days 00:06:38,4.0
1035,ID1090,Diane,2021-01-19,Tuesday,17:15:22,Contract related,Y,Y,48.0,0 days 00:06:35,4.0
1036,ID1083,Greg,2021-01-19,Tuesday,16:09:07,Contract related,Y,Y,90.0,0 days 00:06:32,4.0
1037,ID1073,Stewart,2021-01-19,Tuesday,14:22:34,Streaming,Y,Y,44.0,0 days 00:06:09,5.0
1038,ID1051,Jim,2021-01-19,Tuesday,11:44:10,Payment related,Y,Y,64.0,0 days 00:06:06,5.0
1039,ID1031,Dan,2021-01-19,Tuesday,09:02:53,Payment related,Y,Y,125.0,0 days 00:06:03,3.0
1040,ID1057,Joe,2021-01-19,Tuesday,12:40:19,Technical Support,Y,Y,47.0,0 days 00:05:58,5.0
1041,ID1043,Greg,2021-01-19,Tuesday,10:19:12,Payment related,Y,Y,116.0,0 days 00:05:48,5.0
1042,ID1072,Martha,2021-01-19,Tuesday,13:45:07,Payment related,Y,Y,116.0,0 days 00:05:45,3.0
1043,ID1050,Jim,2021-01-19,Tuesday,11:25:26,Admin Support,Y,Y,96.0,0 days 00:05:39,5.0
1044,ID1069,Stewart,2021-01-19,Tuesday,13:37:55,Payment related,Y,Y,18.0,0 days 00:05:19,3.0
1045,ID1086,Joe,2021-01-19,Tuesday,16:40:48,Contract related,Y,Y,59.0,0 days 00:05:10,5.0
1046,ID1036,Diane,2021-01-19,Tuesday,09:18:43,Streaming,Y,Y,59.0,0 days 00:05:02,5.0
1047,ID1068,Dan,2021-01-19,Tuesday,13:36:29,Admin Support,Y,Y,80.0,0 days 00:04:52,5.0
1048,ID1034,Joe,2021-01-19,Tuesday,09:15:50,Contract related,Y,N,10.0,0 days 00:04:43,4.0
1049,ID1066,Diane,2021-01-19,Tuesday,13:26:24,Streaming,Y,Y,23.0,0 days 00:04:32,4.0
1050,ID1082,Joe,2021-01-19,Tuesday,15:54:43,Technical Support,Y,Y,63.0,0 days 00:04:20,4.0
1051,ID1076,Martha,2021-01-19,Tuesday,15:00:00,Technical Support,Y,Y,122.0,0 days 00:04:15,3.0
1052,ID1054,Joe,2021-01-19,Tuesday,11:55:41,Admin Support,Y,Y,91.0,0 days 00:04:00,5.0
1053,ID1084,Dan,2021-01-19,Tuesday,16:09:07,Contract related,Y,Y,43.0,0 days 00:04:00,4.0
1054,ID1046,Joe,2021-01-19,Tuesday,10:33:36,Contract related,Y,N,106.0,0 days 00:03:52,4.0
1055,ID1059,Dan,2021-01-19,Tuesday,12:59:02,Streaming,Y,N,45.0,0 days 00:03:44,4.0
1056,ID1037,Stewart,2021-01-19,Tuesday,09:36:00,Technical Support,Y,Y,87.0,0 days 00:03:43,5.0
1057,ID1071,Martha,2021-01-19,Tuesday,13:45:07,Payment related,Y,Y,104.0,0 days 00:03:33,4.0
1058,ID1044,Diane,2021-01-19,Tuesday,10:19:12,Admin Support,Y,N,89.0,0 days 00:03:20,3.0
1059,ID1040,Becky,2021-01-19,Tuesday,09:44:38,Payment related,Y,Y,10.0,0 days 00:03:11,2.0
1060,ID1038,Martha,2021-01-19,Tuesday,09:36:00,Contract related,Y,Y,111.0,0 days 00:03:06,5.0
1061,ID1077,Becky,2021-01-19,Tuesday,15:30:14,Streaming,Y,Y,103.0,0 days 00:02:49,3.0
1062,ID1079,Jim,2021-01-19,Tuesday,15:34:34,Contract related,Y,Y,20.0,0 days 00:02:27,4.0
1063,ID1053,Jim,2021-01-19,Tuesday,11:55:41,Payment related,Y,Y,98.0,0 days 00:02:23,1.0
1064,ID1065,Diane,2021-01-19,Tuesday,13:26:24,Streaming,Y,Y,99.0,0 days 00:02:16,5.0
1065,ID1058,Martha,2021-01-19,Tuesday,12:40:19,Payment related,Y,Y,42.0,0 days 00:02:06,5.0
1066,ID1078,Becky,2021-01-19,Tuesday,15:30:14,Technical Support,Y,Y,18.0,0 days 00:02:01,5.0
1067,ID1033,Becky,2021-01-19,Tuesday,09:15:50,Technical Support,Y,Y,14.0,0 days 00:01:56,3.0
1068,ID1032,Stewart,2021-01-19,Tuesday,09:02:53,Admin Support,Y,Y,112.0,0 days 00:01:53,3.0
1069,ID1088,Dan,2021-01-19,Tuesday,16:56:38,Payment related,Y,Y,106.0,0 days 00:01:51,4.0
1070,ID1085,Jim,2021-01-19,Tuesday,16:40:48,Contract related,Y,N,105.0,0 days 00:01:50,4.0
1071,ID1080,Greg,2021-01-19,Tuesday,15:34:34,Payment related,Y,Y,93.0,0 days 00:01:41,2.0
1072,ID1061,Jim,2021-01-19,Tuesday,13:14:53,Payment related,Y,Y,19.0,0 days 00:01:36,5.0
1073,ID1048,Martha,2021-01-19,Tuesday,10:52:19,Streaming,Y,Y,81.0,0 days 00:01:27,4.0
1074,ID1062,Greg,2021-01-19,Tuesday,13:14:53,Contract related,Y,Y,114.0,0 days 00:01:25,3.0
1075,ID1089,Becky,2021-01-19,Tuesday,17:15:22,Streaming,Y,Y,35.0,0 days 00:00:59,3.0
1076,ID1063,Jim,2021-01-19,Tuesday,13:22:05,Admin Support,Y,Y,94.0,0 days 00:00:57,5.0
1077,ID1035,Martha,2021-01-19,Tuesday,09:18:43,Contract related,Y,Y,60.0,0 days 00:00:32,3.0
1078,ID1039,Joe,2021-01-19,Tuesday,09:44:38,Contract related,N,N, ,0 days 00:00:00, 
1079,ID1041,Joe,2021-01-19,Tuesday,10:13:26,Technical Support,N,N, ,0 days 00:00:00, 
1080,ID1042,Joe,2021-01-19,Tuesday,10:13:26,Streaming,N,N, ,0 days 00:00:00, 
1081,ID1045,Becky,2021-01-19,Tuesday,10:33:36,Contract related,N,N, ,0 days 00:00:00, 
1082,ID1047,Stewart,2021-01-19,Tuesday,10:52:19,Streaming,N,N, ,0 days 00:00:00, 
1083,ID1049,Dan,2021-01-19,Tuesday,11:25:26,Contract related,N,N, ,0 days 00:00:00, 
1084,ID1055,Martha,2021-01-19,Tuesday,12:28:48,Streaming,N,N, ,0 days 00:00:00, 
1085,ID1060,Dan,2021-01-19,Tuesday,12:59:02,Technical Support,N,N, ,0 days 00:00:00, 
1086,ID1064,Dan,2021-01-19,Tuesday,13:22:05,Payment related,N,N, ,0 days 00:00:00, 
1087,ID1067,Greg,2021-01-19,Tuesday,13:36:29,Technical Support,N,N, ,0 days 00:00:00, 
1088,ID1070,Diane,2021-01-19,Tuesday,13:37:55,Contract related,N,N, ,0 days 00:00:00, 
1089,ID1075,Greg,2021-01-19,Tuesday,15:00:00,Contract related,N,N, ,0 days 00:00:00, 
1090,ID1081,Becky,2021-01-19,Tuesday,15:54:43,Admin Support,N,N, ,0 days 00:00:00, 
1091,ID1091,Jim,2021-01-19,Tuesday,17:24:00,Contract related,N,N, ,0 days 00:00:00, 
1092,ID1119,Joe,2021-01-20,Wednesday,13:59:31,Streaming,Y,Y,112.0,0 days 00:06:46,3.0
1093,ID1106,Greg,2021-01-20,Wednesday,12:00:00,Payment related,Y,Y,15.0,0 days 00:06:35,1.0
1094,ID1115,Greg,2021-01-20,Wednesday,13:26:24,Technical Support,Y,N,25.0,0 days 00:06:32,3.0
1095,ID1124,Becky,2021-01-20,Wednesday,16:00:29,Admin Support,Y,Y,60.0,0 days 00:06:32,3.0
1096,ID1110,Martha,2021-01-20,Wednesday,12:27:22,Streaming,Y,Y,77.0,0 days 00:06:22,4.0
1097,ID1111,Martha,2021-01-20,Wednesday,12:59:02,Technical Support,Y,Y,93.0,0 days 00:05:30,4.0
1098,ID1108,Greg,2021-01-20,Wednesday,12:07:12,Contract related,Y,Y,40.0,0 days 00:05:22,2.0
1099,ID1121,Jim,2021-01-20,Wednesday,14:03:50,Admin Support,Y,Y,57.0,0 days 00:04:53,3.0
1100,ID1109,Diane,2021-01-20,Wednesday,12:27:22,Technical Support,Y,Y,63.0,0 days 00:04:50,2.0
1101,ID1094,Stewart,2021-01-20,Wednesday,09:05:46,Admin Support,Y,Y,99.0,0 days 00:04:39,4.0
1102,ID1096,Stewart,2021-01-20,Wednesday,09:46:05,Payment related,Y,Y,54.0,0 days 00:04:24,4.0
1103,ID1105,Joe,2021-01-20,Wednesday,12:00:00,Streaming,Y,Y,58.0,0 days 00:04:14,5.0
1104,ID1123,Becky,2021-01-20,Wednesday,16:00:29,Admin Support,Y,Y,72.0,0 days 00:04:11,2.0
1105,ID1102,Jim,2021-01-20,Wednesday,10:22:05,Admin Support,Y,Y,94.0,0 days 00:04:10,5.0
1106,ID1101,Stewart,2021-01-20,Wednesday,10:22:05,Payment related,Y,Y,24.0,0 days 00:04:08,4.0
1107,ID1131,Joe,2021-01-20,Wednesday,17:57:07,Admin Support,Y,N,100.0,0 days 00:04:04,2.0
1108,ID1112,Becky,2021-01-20,Wednesday,12:59:02,Streaming,Y,Y,101.0,0 days 00:03:22,5.0
1109,ID1125,Becky,2021-01-20,Wednesday,16:20:38,Payment related,Y,Y,52.0,0 days 00:02:57,5.0
1110,ID1095,Joe,2021-01-20,Wednesday,09:46:05,Admin Support,Y,Y,71.0,0 days 00:02:41,3.0
1111,ID1122,Jim,2021-01-20,Wednesday,14:03:50,Admin Support,Y,Y,14.0,0 days 00:02:28,3.0
1112,ID1128,Becky,2021-01-20,Wednesday,17:42:43,Contract related,Y,Y,108.0,0 days 00:02:20,4.0
1113,ID1116,Jim,2021-01-20,Wednesday,13:26:24,Admin Support,Y,Y,122.0,0 days 00:02:13,4.0
1114,ID1100,Joe,2021-01-20,Wednesday,09:46:05,Technical Support,Y,Y,62.0,0 days 00:01:49,2.0
1115,ID1129,Joe,2021-01-20,Wednesday,17:55:41,Streaming,Y,Y,50.0,0 days 00:01:48,4.0
1116,ID1114,Stewart,2021-01-20,Wednesday,13:00:29,Payment related,Y,Y,64.0,0 days 00:01:34,5.0
1117,ID1118,Stewart,2021-01-20,Wednesday,13:26:24,Contract related,Y,Y,37.0,0 days 00:01:34,3.0
1118,ID1099,Jim,2021-01-20,Wednesday,09:46:05,Streaming,Y,Y,54.0,0 days 00:01:26,4.0
1119,ID1132,Joe,2021-01-20,Wednesday,17:57:07,Technical Support,Y,Y,69.0,0 days 00:01:22,3.0
1120,ID1107,Becky,2021-01-20,Wednesday,12:07:12,Contract related,Y,Y,102.0,0 days 00:01:16,1.0
1121,ID1117,Stewart,2021-01-20,Wednesday,13:26:24,Streaming,Y,Y,36.0,0 days 00:01:01,4.0
1122,ID1103,Becky,2021-01-20,Wednesday,11:24:00,Payment related,Y,Y,43.0,0 days 00:00:56,3.0
1123,ID1127,Joe,2021-01-20,Wednesday,17:42:43,Streaming,Y,Y,73.0,0 days 00:00:45,3.0
1124,ID1113,Stewart,2021-01-20,Wednesday,13:00:29,Payment related,Y,Y,34.0,0 days 00:00:34,5.0
1125,ID1093,Stewart,2021-01-20,Wednesday,09:05:46,Technical Support,N,N, ,0 days 00:00:00, 
1126,ID1097,Greg,2021-01-20,Wednesday,09:46:05,Admin Support,N,N, ,0 days 00:00:00, 
1127,ID1098,Dan,2021-01-20,Wednesday,09:46:05,Payment related,N,N, ,0 days 00:00:00, 
1128,ID1104,Martha,2021-01-20,Wednesday,11:24:00,Streaming,N,N, ,0 days 00:00:00, 
1129,ID1120,Diane,2021-01-20,Wednesday,13:59:31,Payment related,N,N, ,0 days 00:00:00, 
1130,ID1126,Stewart,2021-01-20,Wednesday,16:20:38,Contract related,N,N, ,0 days 00:00:00, 
1131,ID1130,Stewart,2021-01-20,Wednesday,17:55:41,Technical Support,N,N, ,0 days 00:00:00, 
1132,ID1167,Joe,2021-01-21,Thursday,16:46:34,Contract related,Y,Y,22.0,0 days 00:06:58,3.0
1133,ID1149,Dan,2021-01-21,Thursday,11:15:22,Payment related,Y,Y,68.0,0 days 00:06:53,1.0
1134,ID1177,Greg,2021-01-21,Thursday,17:36:58,Streaming,Y,Y,75.0,0 days 00:06:28,4.0
1135,ID1153,Greg,2021-01-21,Thursday,12:02:53,Technical Support,Y,Y,122.0,0 days 00:06:25,5.0
1136,ID1175,Greg,2021-01-21,Thursday,17:26:53,Streaming,Y,Y,84.0,0 days 00:06:04,5.0
1137,ID1144,Martha,2021-01-21,Thursday,10:24:58,Contract related,Y,Y,108.0,0 days 00:06:02,1.0
1138,ID1143,Greg,2021-01-21,Thursday,10:24:58,Streaming,Y,Y,28.0,0 days 00:06:00,4.0
1139,ID1146,Martha,2021-01-21,Thursday,10:53:46,Contract related,Y,Y,109.0,0 days 00:05:56,3.0
1140,ID1137,Martha,2021-01-21,Thursday,09:56:10,Contract related,Y,Y,57.0,0 days 00:05:24,3.0
1141,ID1170,Martha,2021-01-21,Thursday,17:11:02,Payment related,Y,Y,68.0,0 days 00:05:06,3.0
1142,ID1151,Jim,2021-01-21,Thursday,12:02:53,Technical Support,Y,Y,30.0,0 days 00:04:59,3.0
1143,ID1138,Diane,2021-01-21,Thursday,09:56:10,Admin Support,Y,Y,82.0,0 days 00:04:53,4.0
1144,ID1169,Dan,2021-01-21,Thursday,17:11:02,Technical Support,Y,Y,125.0,0 days 00:04:37,4.0
1145,ID1166,Diane,2021-01-21,Thursday,16:29:17,Payment related,Y,Y,16.0,0 days 00:04:23,3.0
1146,ID1139,Jim,2021-01-21,Thursday,10:14:53,Contract related,Y,Y,73.0,0 days 00:03:13,1.0
1147,ID1134,Jim,2021-01-21,Thursday,09:20:10,Technical Support,Y,Y,71.0,0 days 00:02:54,5.0
1148,ID1178,Martha,2021-01-21,Thursday,17:36:58,Payment related,Y,Y,114.0,0 days 00:02:54,4.0
1149,ID1165,Martha,2021-01-21,Thursday,16:29:17,Streaming,Y,Y,112.0,0 days 00:02:51,5.0
1150,ID1160,Stewart,2021-01-21,Thursday,15:48:58,Streaming,Y,Y,99.0,0 days 00:02:14,4.0
1151,ID1142,Jim,2021-01-21,Thursday,10:19:12,Streaming,Y,Y,92.0,0 days 00:02:13,4.0
1152,ID1133,Becky,2021-01-21,Thursday,09:20:10,Streaming,Y,Y,39.0,0 days 00:02:11,1.0
1153,ID1140,Jim,2021-01-21,Thursday,10:14:53,Technical Support,Y,Y,110.0,0 days 00:02:11,5.0
1154,ID1180,Stewart,2021-01-21,Thursday,17:38:24,Admin Support,Y,Y,21.0,0 days 00:02:10,4.0
1155,ID1141,Martha,2021-01-21,Thursday,10:19:12,Admin Support,Y,Y,106.0,0 days 00:01:49,5.0
1156,ID1145,Becky,2021-01-21,Thursday,10:53:46,Streaming,Y,Y,57.0,0 days 00:01:47,4.0
1157,ID1161,Dan,2021-01-21,Thursday,16:03:22,Contract related,Y,Y,52.0,0 days 00:01:47,2.0
1158,ID1147,Greg,2021-01-21,Thursday,10:59:31,Contract related,Y,Y,55.0,0 days 00:01:37,2.0
1159,ID1168,Dan,2021-01-21,Thursday,16:46:34,Contract related,Y,Y,115.0,0 days 00:01:25,1.0
1160,ID1136,Greg,2021-01-21,Thursday,09:37:26,Technical Support,Y,Y,79.0,0 days 00:01:19,5.0
1161,ID1171,Jim,2021-01-21,Thursday,17:26:53,Technical Support,Y,Y,44.0,0 days 00:01:16,4.0
1162,ID1174,Martha,2021-01-21,Thursday,17:26:53,Streaming,Y,Y,62.0,0 days 00:00:54,5.0
1163,ID1152,Martha,2021-01-21,Thursday,12:02:53,Admin Support,Y,Y,107.0,0 days 00:00:50,4.0
1164,ID1164,Jim,2021-01-21,Thursday,16:20:38,Contract related,Y,Y,79.0,0 days 00:00:47,3.0
1165,ID1173,Stewart,2021-01-21,Thursday,17:26:53,Streaming,Y,Y,119.0,0 days 00:00:42,4.0
1166,ID1155,Stewart,2021-01-21,Thursday,12:07:12,Technical Support,Y,Y,18.0,0 days 00:00:37,5.0
1167,ID1150,Jim,2021-01-21,Thursday,11:15:22,Admin Support,Y,N,46.0,0 days 00:00:34,3.0
1168,ID1135,Dan,2021-01-21,Thursday,09:37:26,Streaming,N,N, ,0 days 00:00:00, 
1169,ID1148,Martha,2021-01-21,Thursday,10:59:31,Technical Support,N,N, ,0 days 00:00:00, 
1170,ID1154,Martha,2021-01-21,Thursday,12:02:53,Admin Support,N,N, ,0 days 00:00:00, 
1171,ID1156,Joe,2021-01-21,Thursday,12:07:12,Streaming,N,N, ,0 days 00:00:00, 
1172,ID1157,Joe,2021-01-21,Thursday,15:47:31,Payment related,N,N, ,0 days 00:00:00, 
1173,ID1158,Joe,2021-01-21,Thursday,15:47:31,Technical Support,N,N, ,0 days 00:00:00, 
1174,ID1159,Martha,2021-01-21,Thursday,15:48:58,Technical Support,N,N, ,0 days 00:00:00, 
1175,ID1162,Martha,2021-01-21,Thursday,16:03:22,Admin Support,N,N, ,0 days 00:00:00, 
1176,ID1163,Becky,2021-01-21,Thursday,16:20:38,Payment related,N,N, ,0 days 00:00:00, 
1177,ID1172,Becky,2021-01-21,Thursday,17:26:53,Technical Support,N,N, ,0 days 00:00:00, 
1178,ID1176,Martha,2021-01-21,Thursday,17:26:53,Technical Support,N,N, ,0 days 00:00:00, 
1179,ID1179,Dan,2021-01-21,Thursday,17:38:24,Technical Support,N,N, ,0 days 00:00:00, 
1180,ID1197,Greg,2021-01-22,Friday,11:55:41,Payment related,Y,Y,13.0,0 days 00:07:00,3.0
1181,ID1188,Becky,2021-01-22,Friday,09:48:58,Contract related,Y,Y,98.0,0 days 00:06:53,4.0
1182,ID1204,Dan,2021-01-22,Friday,14:19:41,Payment related,Y,Y,67.0,0 days 00:06:42,4.0
1183,ID1206,Stewart,2021-01-22,Friday,14:22:34,Streaming,Y,Y,92.0,0 days 00:06:10,1.0
1184,ID1222,Stewart,2021-01-22,Friday,16:50:53,Contract related,Y,Y,33.0,0 days 00:06:09,5.0
1185,ID1185,Martha,2021-01-22,Friday,09:24:29,Admin Support,Y,Y,34.0,0 days 00:06:07,3.0
1186,ID1194,Becky,2021-01-22,Friday,11:39:50,Technical Support,Y,Y,46.0,0 days 00:06:05,3.0
1187,ID1198,Jim,2021-01-22,Friday,11:55:41,Admin Support,Y,Y,84.0,0 days 00:05:34,5.0
1188,ID1184,Becky,2021-01-22,Friday,09:11:31,Streaming,Y,Y,85.0,0 days 00:05:24,4.0
1189,ID1220,Jim,2021-01-22,Friday,16:39:22,Payment related,Y,N,35.0,0 days 00:05:09,5.0
1190,ID1230,Becky,2021-01-22,Friday,17:47:02,Streaming,Y,N,50.0,0 days 00:05:08,3.0
1191,ID1196,Martha,2021-01-22,Friday,11:42:43,Payment related,Y,Y,39.0,0 days 00:05:05,4.0
1192,ID1186,Diane,2021-01-22,Friday,09:24:29,Streaming,Y,Y,53.0,0 days 00:05:02,4.0
1193,ID1193,Martha,2021-01-22,Friday,11:39:50,Admin Support,Y,Y,77.0,0 days 00:05:02,5.0
1194,ID1224,Joe,2021-01-22,Friday,16:56:38,Technical Support,Y,N,82.0,0 days 00:05:02,1.0
1195,ID1210,Jim,2021-01-22,Friday,14:48:29,Admin Support,Y,Y,15.0,0 days 00:04:55,4.0
1196,ID1199,Dan,2021-01-22,Friday,11:55:41,Admin Support,Y,Y,60.0,0 days 00:04:46,3.0
1197,ID1189,Becky,2021-01-22,Friday,09:59:02,Technical Support,Y,Y,23.0,0 days 00:04:44,1.0
1198,ID1192,Diane,2021-01-22,Friday,10:37:55,Contract related,Y,N,55.0,0 days 00:04:40,4.0
1199,ID1226,Greg,2021-01-22,Friday,17:25:26,Payment related,Y,Y,115.0,0 days 00:04:12,5.0
1200,ID1223,Greg,2021-01-22,Friday,16:56:38,Streaming,Y,Y,72.0,0 days 00:04:09,5.0
1201,ID1229,Jim,2021-01-22,Friday,17:47:02,Payment related,Y,Y,71.0,0 days 00:04:01,2.0
1202,ID1205,Stewart,2021-01-22,Friday,14:22:34,Streaming,Y,N,94.0,0 days 00:03:58,4.0
1203,ID1183,Diane,2021-01-22,Friday,09:11:31,Technical Support,Y,Y,112.0,0 days 00:03:37,1.0
1204,ID1211,Becky,2021-01-22,Friday,14:49:55,Admin Support,Y,N,54.0,0 days 00:03:15,5.0
1205,ID1187,Martha,2021-01-22,Friday,09:48:58,Streaming,Y,Y,103.0,0 days 00:02:14,5.0
1206,ID1227,Diane,2021-01-22,Friday,17:38:24,Streaming,Y,Y,64.0,0 days 00:01:42,3.0
1207,ID1208,Diane,2021-01-22,Friday,14:44:10,Admin Support,Y,Y,57.0,0 days 00:01:21,5.0
1208,ID1190,Martha,2021-01-22,Friday,09:59:02,Admin Support,Y,Y,53.0,0 days 00:01:17,2.0
1209,ID1207,Becky,2021-01-22,Friday,14:44:10,Streaming,Y,Y,35.0,0 days 00:01:10,3.0
1210,ID1182,Diane,2021-01-22,Friday,09:11:31,Admin Support,Y,Y,20.0,0 days 00:01:08,3.0
1211,ID1218,Becky,2021-01-22,Friday,16:01:55,Streaming,Y,Y,78.0,0 days 00:01:05,5.0
1212,ID1212,Greg,2021-01-22,Friday,14:49:55,Payment related,Y,Y,99.0,0 days 00:01:00,1.0
1213,ID1200,Dan,2021-01-22,Friday,11:55:41,Admin Support,Y,Y,32.0,0 days 00:00:35,5.0
1214,ID1181,Stewart,2021-01-22,Friday,09:11:31,Technical Support,N,N, ,0 days 00:00:00, 
1215,ID1191,Becky,2021-01-22,Friday,10:37:55,Technical Support,N,N, ,0 days 00:00:00, 
1216,ID1195,Greg,2021-01-22,Friday,11:42:43,Technical Support,N,N, ,0 days 00:00:00, 
1217,ID1201,Stewart,2021-01-22,Friday,12:47:31,Technical Support,N,N, ,0 days 00:00:00, 
1218,ID1202,Greg,2021-01-22,Friday,12:47:31,Contract related,N,N, ,0 days 00:00:00, 
